2025-10-27 15:49:08,007 | INFO | MainProcess | === Start solve() ===
2025-10-27 15:49:08,316 | INFO | Process-4 | CNF written to cnf/v2/B_n32_k18/B_n32_k18_w5.cnf
2025-10-27 15:49:08,319 | INFO | Process-4 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/B_n32_k18/B_n32_k18_w5.cnf
2025-10-27 15:49:08,367 | INFO | Process-4 | [PAINLESS] status=SAT rc=10 time=0.05s
2025-10-27 15:49:08,367 | RESULT | Process-4 | [PAINLESS] result: status=SAT time=0.05s rc=10
2025-10-27 15:49:08,367 | RESULT | Process-4 | [PAINLESS] Shortcut: SAT at width=5
2025-10-27 15:49:08,368 | RESULT | Process-4 | Time taken: 0.06628966331481934 seconds
2025-10-27 15:49:08,369 | INFO | MainProcess | Found a solution 5
2025-10-27 15:49:08,369 | INFO | MainProcess | [Test k=18, w=5] Time: 0.07 seconds
2025-10-27 15:49:08,379 | INFO | Process-5 | Number of variables: 1954
2025-10-27 15:49:08,379 | INFO | Process-5 | Number of clauses: 11088
2025-10-27 15:49:08,386 | INFO | Process-5 | CNF written to cnf/v2/B_n32_k18/B_n32_k18_w6.cnf
2025-10-27 15:49:08,397 | INFO | Process-5 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/B_n32_k18/B_n32_k18_w6.cnf
2025-10-27 15:49:08,444 | INFO | Process-5 | [PAINLESS] status=UNSAT rc=20 time=0.05s
2025-10-27 15:49:08,444 | RESULT | Process-5 | [PAINLESS] result: status=UNSAT time=0.05s rc=20
2025-10-27 15:49:08,444 | RESULT | Process-5 | [PAINLESS] Shortcut: UNSAT at width=6
2025-10-27 15:49:08,444 | RESULT | Process-5 | Time taken: 0.07317733764648438 seconds
2025-10-27 15:49:08,446 | INFO | MainProcess | No solution found 6
2025-10-27 15:49:08,446 | INFO | MainProcess | [Test k=18, w=6] Time: 0.08 seconds
2025-10-27 15:49:08,446 | INFO | MainProcess | $$$$
2025-10-27 15:49:08,447 | INFO | MainProcess | 5
2025-10-27 15:49:08,447 | INFO | MainProcess | $$$$
2025-10-27 15:49:08,447 | INFO | MainProcess | Time taken for B-ibm32.mtx.rnd with k = 18: 0.14810991287231445 seconds
2025-10-27 15:49:08,447 | INFO | MainProcess | Maximum width for B-ibm32.mtx.rnd is 5
2025-10-27 15:49:08,458 | INFO | Process-6 | Number of variables: 2849
2025-10-27 15:49:08,458 | INFO | Process-6 | Number of clauses: 11879
2025-10-27 15:49:08,465 | INFO | Process-6 | CNF written to cnf/v2/C_n39_k21/C_n39_k21_w8.cnf
2025-10-27 15:49:08,482 | INFO | Process-6 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/C_n39_k21/C_n39_k21_w8.cnf
2025-10-27 15:49:08,536 | INFO | Process-6 | [PAINLESS] status=SAT rc=10 time=0.05s
2025-10-27 15:49:08,537 | RESULT | Process-6 | [PAINLESS] result: status=SAT time=0.05s rc=10
2025-10-27 15:49:08,537 | RESULT | Process-6 | [PAINLESS] Shortcut: SAT at width=8
2025-10-27 15:49:08,537 | RESULT | Process-6 | Time taken: 0.08714461326599121 seconds
2025-10-27 15:49:08,539 | INFO | MainProcess | Found a solution 8
2025-10-27 15:49:08,539 | INFO | MainProcess | [Test k=21, w=8] Time: 0.09 seconds
2025-10-27 15:49:08,548 | INFO | Process-7 | Number of variables: 2849
2025-10-27 15:49:08,548 | INFO | Process-7 | Number of clauses: 12046
2025-10-27 15:49:08,556 | INFO | Process-7 | CNF written to cnf/v2/C_n39_k21/C_n39_k21_w9.cnf
2025-10-27 15:49:08,573 | INFO | Process-7 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/C_n39_k21/C_n39_k21_w9.cnf
2025-10-27 15:49:08,621 | INFO | Process-7 | [PAINLESS] status=SAT rc=10 time=0.05s
2025-10-27 15:49:08,621 | RESULT | Process-7 | [PAINLESS] result: status=SAT time=0.05s rc=10
2025-10-27 15:49:08,622 | RESULT | Process-7 | [PAINLESS] Shortcut: SAT at width=9
2025-10-27 15:49:08,622 | RESULT | Process-7 | Time taken: 0.08145785331726074 seconds
2025-10-27 15:49:08,623 | INFO | MainProcess | Found a solution 9
2025-10-27 15:49:08,624 | INFO | MainProcess | [Test k=21, w=9] Time: 0.08 seconds
2025-10-27 15:49:08,633 | INFO | Process-8 | Number of variables: 2849
2025-10-27 15:49:08,634 | INFO | Process-8 | Number of clauses: 12213
2025-10-27 15:49:08,641 | INFO | Process-8 | CNF written to cnf/v2/C_n39_k21/C_n39_k21_w10.cnf
2025-10-27 15:49:08,651 | INFO | Process-8 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/C_n39_k21/C_n39_k21_w10.cnf
2025-10-27 15:49:08,701 | INFO | Process-8 | [PAINLESS] status=SAT rc=10 time=0.05s
2025-10-27 15:49:08,701 | RESULT | Process-8 | [PAINLESS] result: status=SAT time=0.05s rc=10
2025-10-27 15:49:08,702 | RESULT | Process-8 | [PAINLESS] Shortcut: SAT at width=10
2025-10-27 15:49:08,702 | RESULT | Process-8 | Time taken: 0.07671499252319336 seconds
2025-10-27 15:49:08,704 | INFO | MainProcess | Found a solution 10
2025-10-27 15:49:08,704 | INFO | MainProcess | [Test k=21, w=10] Time: 0.08 seconds
2025-10-27 15:49:08,714 | INFO | Process-9 | Number of variables: 2849
2025-10-27 15:49:08,714 | INFO | Process-9 | Number of clauses: 10476
2025-10-27 15:49:08,722 | INFO | Process-9 | CNF written to cnf/v2/C_n39_k21/C_n39_k21_w11.cnf
2025-10-27 15:49:08,726 | INFO | Process-9 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/C_n39_k21/C_n39_k21_w11.cnf
2025-10-27 15:49:08,781 | INFO | Process-9 | [PAINLESS] status=UNSAT rc=20 time=0.05s
2025-10-27 15:49:08,781 | RESULT | Process-9 | [PAINLESS] result: status=UNSAT time=0.05s rc=20
2025-10-27 15:49:08,781 | RESULT | Process-9 | [PAINLESS] Shortcut: UNSAT at width=11
2025-10-27 15:49:08,781 | RESULT | Process-9 | Time taken: 0.07587432861328125 seconds
2025-10-27 15:49:08,783 | INFO | MainProcess | No solution found 11
2025-10-27 15:49:08,783 | INFO | MainProcess | [Test k=21, w=11] Time: 0.08 seconds
2025-10-27 15:49:08,783 | INFO | MainProcess | $$$$
2025-10-27 15:49:08,783 | INFO | MainProcess | 10
2025-10-27 15:49:08,783 | INFO | MainProcess | $$$$
2025-10-27 15:49:08,784 | INFO | MainProcess | Time taken for C-bcspwr01.mtx.rnd with k = 21: 0.3366885185241699 seconds
2025-10-27 15:49:08,784 | INFO | MainProcess | Maximum width for C-bcspwr01.mtx.rnd is 10
2025-10-27 15:49:08,802 | INFO | Process-10 | Number of variables: 4898
2025-10-27 15:49:08,802 | INFO | Process-10 | Number of clauses: 27551
2025-10-27 15:49:08,817 | INFO | Process-10 | CNF written to cnf/v2/D_n48_k29/D_n48_k29_w4.cnf
2025-10-27 15:49:08,821 | INFO | Process-10 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/D_n48_k29/D_n48_k29_w4.cnf
2025-10-27 15:49:08,882 | INFO | Process-10 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-27 15:49:08,882 | RESULT | Process-10 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-27 15:49:08,882 | RESULT | Process-10 | [PAINLESS] Shortcut: SAT at width=4
2025-10-27 15:49:08,882 | RESULT | Process-10 | Time taken: 0.09561896324157715 seconds
2025-10-27 15:49:08,884 | INFO | MainProcess | Found a solution 4
2025-10-27 15:49:08,884 | INFO | MainProcess | [Test k=29, w=4] Time: 0.1 seconds
2025-10-27 15:49:08,901 | INFO | Process-11 | Number of variables: 4898
2025-10-27 15:49:08,902 | INFO | Process-11 | Number of clauses: 28178
2025-10-27 15:49:08,920 | INFO | Process-11 | CNF written to cnf/v2/D_n48_k29/D_n48_k29_w5.cnf
2025-10-27 15:49:08,924 | INFO | Process-11 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/D_n48_k29/D_n48_k29_w5.cnf
2025-10-27 15:49:08,983 | INFO | Process-11 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-27 15:49:08,983 | RESULT | Process-11 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-27 15:49:08,983 | RESULT | Process-11 | [PAINLESS] Shortcut: SAT at width=5
2025-10-27 15:49:08,983 | RESULT | Process-11 | Time taken: 0.09716606140136719 seconds
2025-10-27 15:49:08,986 | INFO | MainProcess | Found a solution 5
2025-10-27 15:49:08,986 | INFO | MainProcess | [Test k=29, w=5] Time: 0.1 seconds
2025-10-27 15:49:09,003 | INFO | Process-12 | Number of variables: 4898
2025-10-27 15:49:09,003 | INFO | Process-12 | Number of clauses: 28842
2025-10-27 15:49:09,016 | INFO | Process-12 | CNF written to cnf/v2/D_n48_k29/D_n48_k29_w6.cnf
2025-10-27 15:49:09,020 | INFO | Process-12 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/D_n48_k29/D_n48_k29_w6.cnf
2025-10-27 15:49:09,103 | INFO | Process-12 | [PAINLESS] status=UNSAT rc=20 time=0.08s
2025-10-27 15:49:09,103 | RESULT | Process-12 | [PAINLESS] result: status=UNSAT time=0.08s rc=20
2025-10-27 15:49:09,103 | RESULT | Process-12 | [PAINLESS] Shortcut: UNSAT at width=6
2025-10-27 15:49:09,103 | RESULT | Process-12 | Time taken: 0.11583304405212402 seconds
2025-10-27 15:49:09,106 | INFO | MainProcess | No solution found 6
2025-10-27 15:49:09,106 | INFO | MainProcess | [Test k=29, w=6] Time: 0.12 seconds
2025-10-27 15:49:09,106 | INFO | MainProcess | $$$$
2025-10-27 15:49:09,106 | INFO | MainProcess | 5
2025-10-27 15:49:09,107 | INFO | MainProcess | $$$$
2025-10-27 15:49:09,107 | INFO | MainProcess | Time taken for D-bcsstk01.mtx.rnd with k = 29: 0.32294249534606934 seconds
2025-10-27 15:49:09,107 | INFO | MainProcess | Maximum width for D-bcsstk01.mtx.rnd is 5
2025-10-27 15:49:09,123 | INFO | Process-13 | Number of variables: 5735
2025-10-27 15:49:09,123 | INFO | Process-13 | Number of clauses: 25785
2025-10-27 15:49:09,136 | INFO | Process-13 | CNF written to cnf/v2/E_n49_k35/E_n49_k35_w15.cnf
2025-10-27 15:49:09,140 | INFO | Process-13 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/E_n49_k35/E_n49_k35_w15.cnf
2025-10-27 15:49:09,200 | INFO | Process-13 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-27 15:49:09,201 | RESULT | Process-13 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-27 15:49:09,201 | RESULT | Process-13 | [PAINLESS] Shortcut: SAT at width=15
2025-10-27 15:49:09,201 | RESULT | Process-13 | Time taken: 0.09157752990722656 seconds
2025-10-27 15:49:09,203 | INFO | MainProcess | Found a solution 15
2025-10-27 15:49:09,203 | INFO | MainProcess | [Test k=35, w=15] Time: 0.1 seconds
2025-10-27 15:49:09,218 | INFO | Process-14 | Number of variables: 5735
2025-10-27 15:49:09,219 | INFO | Process-14 | Number of clauses: 25990
2025-10-27 15:49:09,232 | INFO | Process-14 | CNF written to cnf/v2/E_n49_k35/E_n49_k35_w16.cnf
2025-10-27 15:49:09,236 | INFO | Process-14 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/E_n49_k35/E_n49_k35_w16.cnf
2025-10-27 15:49:09,314 | INFO | Process-14 | [PAINLESS] status=SAT rc=10 time=0.08s
2025-10-27 15:49:09,314 | RESULT | Process-14 | [PAINLESS] result: status=SAT time=0.08s rc=10
2025-10-27 15:49:09,314 | RESULT | Process-14 | [PAINLESS] Shortcut: SAT at width=16
2025-10-27 15:49:09,314 | RESULT | Process-14 | Time taken: 0.10939693450927734 seconds
2025-10-27 15:49:09,316 | INFO | MainProcess | Found a solution 16
2025-10-27 15:49:09,317 | INFO | MainProcess | [Test k=35, w=16] Time: 0.11 seconds
2025-10-27 15:49:09,331 | INFO | Process-15 | Number of variables: 5735
2025-10-27 15:49:09,332 | INFO | Process-15 | Number of clauses: 26195
2025-10-27 15:49:09,347 | INFO | Process-15 | CNF written to cnf/v2/E_n49_k35/E_n49_k35_w17.cnf
2025-10-27 15:49:09,352 | INFO | Process-15 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/E_n49_k35/E_n49_k35_w17.cnf
2025-10-27 15:49:09,414 | INFO | Process-15 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-27 15:49:09,414 | RESULT | Process-15 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-27 15:49:09,414 | RESULT | Process-15 | [PAINLESS] Shortcut: SAT at width=17
2025-10-27 15:49:09,415 | RESULT | Process-15 | Time taken: 0.0966038703918457 seconds
2025-10-27 15:49:09,417 | INFO | MainProcess | Found a solution 17
2025-10-27 15:49:09,417 | INFO | MainProcess | [Test k=35, w=17] Time: 0.1 seconds
2025-10-27 15:49:09,433 | INFO | Process-16 | Number of variables: 5735
2025-10-27 15:49:09,433 | INFO | Process-16 | Number of clauses: 25595
2025-10-27 15:49:09,447 | INFO | Process-16 | CNF written to cnf/v2/E_n49_k35/E_n49_k35_w18.cnf
2025-10-27 15:49:09,465 | INFO | Process-16 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/E_n49_k35/E_n49_k35_w18.cnf
2025-10-27 15:49:09,528 | INFO | Process-16 | [PAINLESS] status=UNSAT rc=20 time=0.06s
2025-10-27 15:49:09,528 | RESULT | Process-16 | [PAINLESS] result: status=UNSAT time=0.06s rc=20
2025-10-27 15:49:09,528 | RESULT | Process-16 | [PAINLESS] Shortcut: UNSAT at width=18
2025-10-27 15:49:09,528 | RESULT | Process-16 | Time taken: 0.10941290855407715 seconds
2025-10-27 15:49:09,530 | INFO | MainProcess | No solution found 18
2025-10-27 15:49:09,531 | INFO | MainProcess | [Test k=35, w=18] Time: 0.11 seconds
2025-10-27 15:49:09,531 | INFO | MainProcess | $$$$
2025-10-27 15:49:09,531 | INFO | MainProcess | 17
2025-10-27 15:49:09,531 | INFO | MainProcess | $$$$
2025-10-27 15:49:09,531 | INFO | MainProcess | Time taken for E-bcspwr02.mtx.rnd with k = 35: 0.4243805408477783 seconds
2025-10-27 15:49:09,531 | INFO | MainProcess | Maximum width for E-bcspwr02.mtx.rnd is 17
2025-10-27 15:49:09,549 | INFO | Process-17 | Number of variables: 5996
2025-10-27 15:49:09,550 | INFO | Process-17 | Number of clauses: 30578
2025-10-27 15:49:09,565 | INFO | Process-17 | CNF written to cnf/v2/F_n54_k33/F_n54_k33_w7.cnf
2025-10-27 15:49:09,568 | INFO | Process-17 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/F_n54_k33/F_n54_k33_w7.cnf
2025-10-27 15:49:09,627 | INFO | Process-17 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-27 15:49:09,627 | RESULT | Process-17 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-27 15:49:09,627 | RESULT | Process-17 | [PAINLESS] Shortcut: SAT at width=7
2025-10-27 15:49:09,628 | RESULT | Process-17 | Time taken: 0.09360265731811523 seconds
2025-10-27 15:49:09,630 | INFO | MainProcess | Found a solution 7
2025-10-27 15:49:09,630 | INFO | MainProcess | [Test k=33, w=7] Time: 0.1 seconds
2025-10-27 15:49:09,648 | INFO | Process-18 | Number of variables: 5996
2025-10-27 15:49:09,649 | INFO | Process-18 | Number of clauses: 31052
2025-10-27 15:49:09,663 | INFO | Process-18 | CNF written to cnf/v2/F_n54_k33/F_n54_k33_w8.cnf
2025-10-27 15:49:09,680 | INFO | Process-18 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/F_n54_k33/F_n54_k33_w8.cnf
2025-10-27 15:49:09,745 | INFO | Process-18 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-27 15:49:09,745 | RESULT | Process-18 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-27 15:49:09,745 | RESULT | Process-18 | [PAINLESS] Shortcut: SAT at width=8
2025-10-27 15:49:09,745 | RESULT | Process-18 | Time taken: 0.11304426193237305 seconds
2025-10-27 15:49:09,748 | INFO | MainProcess | Found a solution 8
2025-10-27 15:49:09,748 | INFO | MainProcess | [Test k=33, w=8] Time: 0.12 seconds
2025-10-27 15:49:09,765 | INFO | Process-19 | Number of variables: 5996
2025-10-27 15:49:09,765 | INFO | Process-19 | Number of clauses: 31526
2025-10-27 15:49:09,781 | INFO | Process-19 | CNF written to cnf/v2/F_n54_k33/F_n54_k33_w9.cnf
2025-10-27 15:49:09,785 | INFO | Process-19 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/F_n54_k33/F_n54_k33_w9.cnf
2025-10-27 15:49:09,848 | INFO | Process-19 | [PAINLESS] status=UNSAT rc=20 time=0.06s
2025-10-27 15:49:09,848 | RESULT | Process-19 | [PAINLESS] result: status=UNSAT time=0.06s rc=20
2025-10-27 15:49:09,848 | RESULT | Process-19 | [PAINLESS] Shortcut: UNSAT at width=9
2025-10-27 15:49:09,848 | RESULT | Process-19 | Time taken: 0.09904599189758301 seconds
2025-10-27 15:49:09,851 | INFO | MainProcess | No solution found 9
2025-10-27 15:49:09,851 | INFO | MainProcess | [Test k=33, w=9] Time: 0.1 seconds
2025-10-27 15:49:09,851 | INFO | MainProcess | $$$$
2025-10-27 15:49:09,852 | INFO | MainProcess | 8
2025-10-27 15:49:09,852 | INFO | MainProcess | $$$$
2025-10-27 15:49:09,852 | INFO | MainProcess | Time taken for F-curtis54.mtx.rnd with k = 33: 0.32038450241088867 seconds
2025-10-27 15:49:09,852 | INFO | MainProcess | Maximum width for F-curtis54.mtx.rnd is 8
2025-10-27 15:49:09,871 | INFO | Process-20 | Number of variables: 6158
2025-10-27 15:49:09,871 | INFO | Process-20 | Number of clauses: 29581
2025-10-27 15:49:09,894 | INFO | Process-20 | CNF written to cnf/v2/G_n57_k31/G_n57_k31_w6.cnf
2025-10-27 15:49:09,906 | INFO | Process-20 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/G_n57_k31/G_n57_k31_w6.cnf
2025-10-27 15:49:09,970 | INFO | Process-20 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-27 15:49:09,970 | RESULT | Process-20 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-27 15:49:09,970 | RESULT | Process-20 | [PAINLESS] Shortcut: SAT at width=6
2025-10-27 15:49:09,970 | RESULT | Process-20 | Time taken: 0.1146688461303711 seconds
2025-10-27 15:49:09,972 | INFO | MainProcess | Found a solution 6
2025-10-27 15:49:09,973 | INFO | MainProcess | [Test k=31, w=6] Time: 0.12 seconds
2025-10-27 15:49:09,989 | INFO | Process-21 | Number of variables: 6158
2025-10-27 15:49:09,990 | INFO | Process-21 | Number of clauses: 30078
2025-10-27 15:49:10,015 | INFO | Process-21 | CNF written to cnf/v2/G_n57_k31/G_n57_k31_w7.cnf
2025-10-27 15:49:10,025 | INFO | Process-21 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/G_n57_k31/G_n57_k31_w7.cnf
2025-10-27 15:49:10,095 | INFO | Process-21 | [PAINLESS] status=SAT rc=10 time=0.07s
2025-10-27 15:49:10,095 | RESULT | Process-21 | [PAINLESS] result: status=SAT time=0.07s rc=10
2025-10-27 15:49:10,096 | RESULT | Process-21 | [PAINLESS] Shortcut: SAT at width=7
2025-10-27 15:49:10,096 | RESULT | Process-21 | Time taken: 0.12146282196044922 seconds
2025-10-27 15:49:10,098 | INFO | MainProcess | Found a solution 7
2025-10-27 15:49:10,098 | INFO | MainProcess | [Test k=31, w=7] Time: 0.13 seconds
2025-10-27 15:49:10,115 | INFO | Process-22 | Number of variables: 6158
2025-10-27 15:49:10,116 | INFO | Process-22 | Number of clauses: 30575
2025-10-27 15:49:10,141 | INFO | Process-22 | CNF written to cnf/v2/G_n57_k31/G_n57_k31_w8.cnf
2025-10-27 15:49:10,146 | INFO | Process-22 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/G_n57_k31/G_n57_k31_w8.cnf
2025-10-27 15:49:10,217 | INFO | Process-22 | [PAINLESS] status=UNSAT rc=20 time=0.07s
2025-10-27 15:49:10,217 | RESULT | Process-22 | [PAINLESS] result: status=UNSAT time=0.07s rc=20
2025-10-27 15:49:10,217 | RESULT | Process-22 | [PAINLESS] Shortcut: UNSAT at width=8
2025-10-27 15:49:10,217 | RESULT | Process-22 | Time taken: 0.11704087257385254 seconds
2025-10-27 15:49:10,220 | INFO | MainProcess | No solution found 8
2025-10-27 15:49:10,220 | INFO | MainProcess | [Test k=31, w=8] Time: 0.12 seconds
2025-10-27 15:49:10,220 | INFO | MainProcess | $$$$
2025-10-27 15:49:10,220 | INFO | MainProcess | 7
2025-10-27 15:49:10,220 | INFO | MainProcess | $$$$
2025-10-27 15:49:10,220 | INFO | MainProcess | Time taken for G-will57.mtx.rnd with k = 31: 0.3682854175567627 seconds
2025-10-27 15:49:10,220 | INFO | MainProcess | Maximum width for G-will57.mtx.rnd is 7
2025-10-27 15:49:10,251 | INFO | Process-23 | Number of variables: 7318
2025-10-27 15:49:10,251 | INFO | Process-23 | Number of clauses: 49911
2025-10-27 15:49:10,288 | INFO | Process-23 | CNF written to cnf/v2/H_n59_k37/H_n59_k37_w5.cnf
2025-10-27 15:49:10,292 | INFO | Process-23 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/H_n59_k37/H_n59_k37_w5.cnf
2025-10-27 15:49:10,366 | INFO | Process-23 | [PAINLESS] status=SAT rc=10 time=0.07s
2025-10-27 15:49:10,366 | RESULT | Process-23 | [PAINLESS] result: status=SAT time=0.07s rc=10
2025-10-27 15:49:10,366 | RESULT | Process-23 | [PAINLESS] Shortcut: SAT at width=5
2025-10-27 15:49:10,366 | RESULT | Process-23 | Time taken: 0.14154958724975586 seconds
2025-10-27 15:49:10,369 | INFO | MainProcess | Found a solution 5
2025-10-27 15:49:10,369 | INFO | MainProcess | [Test k=37, w=5] Time: 0.15 seconds
2025-10-27 15:49:10,395 | INFO | Process-24 | Number of variables: 7318
2025-10-27 15:49:10,395 | INFO | Process-24 | Number of clauses: 50995
2025-10-27 15:49:10,423 | INFO | Process-24 | CNF written to cnf/v2/H_n59_k37/H_n59_k37_w6.cnf
2025-10-27 15:49:10,426 | INFO | Process-24 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/v2/H_n59_k37/H_n59_k37_w6.cnf
2025-10-27 15:49:11,868 | INFO | Process-24 | [PAINLESS] status=UNSAT rc=20 time=1.44s
2025-10-27 15:49:11,868 | RESULT | Process-24 | [PAINLESS] result: status=UNSAT time=1.44s rc=20
2025-10-27 15:49:11,868 | RESULT | Process-24 | [PAINLESS] Shortcut: UNSAT at width=6
2025-10-27 15:49:11,868 | RESULT | Process-24 | Time taken: 1.497603178024292 seconds
2025-10-27 15:49:11,873 | INFO | MainProcess | No solution found 6
2025-10-27 15:49:11,873 | INFO | MainProcess | [Test k=37, w=6] Time: 1.5 seconds
2025-10-27 15:49:11,873 | INFO | MainProcess | $$$$
2025-10-27 15:49:11,873 | INFO | MainProcess | 5
2025-10-27 15:49:11,874 | INFO | MainProcess | $$$$
