2025-10-21 10:28:47,729 | INFO | MainProcess | === Start solve() ===
2025-10-21 10:28:48,151 | INFO | Process-6 | CNF written to cnf/C_n39_k21/C_n39_k21_w8.cnf
2025-10-21 10:28:48,154 | INFO | Process-6 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/C_n39_k21/C_n39_k21_w8.cnf
2025-10-21 10:28:48,209 | INFO | Process-6 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-21 10:28:48,209 | RESULT | Process-6 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-21 10:28:48,210 | RESULT | Process-6 | [PAINLESS] Shortcut: SAT at width=8
2025-10-21 10:28:48,210 | RESULT | Process-6 | Time taken: 0.07163643836975098 seconds
2025-10-21 10:28:48,211 | INFO | MainProcess | Found a solution 8
2025-10-21 10:28:48,211 | INFO | MainProcess | [Test k=21, w=8] Time: 0.07 seconds
2025-10-21 10:28:48,219 | INFO | Process-7 | Number of variables: 1951
2025-10-21 10:28:48,219 | INFO | Process-7 | Number of clauses: 6379
2025-10-21 10:28:48,225 | INFO | Process-7 | CNF written to cnf/C_n39_k21/C_n39_k21_w9.cnf
2025-10-21 10:28:48,228 | INFO | Process-7 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/C_n39_k21/C_n39_k21_w9.cnf
2025-10-21 10:28:48,274 | INFO | Process-7 | [PAINLESS] status=SAT rc=10 time=0.05s
2025-10-21 10:28:48,274 | RESULT | Process-7 | [PAINLESS] result: status=SAT time=0.05s rc=10
2025-10-21 10:28:48,274 | RESULT | Process-7 | [PAINLESS] Shortcut: SAT at width=9
2025-10-21 10:28:48,274 | RESULT | Process-7 | Time taken: 0.06112265586853027 seconds
2025-10-21 10:28:48,276 | INFO | MainProcess | Found a solution 9
2025-10-21 10:28:48,276 | INFO | MainProcess | [Test k=21, w=9] Time: 0.06 seconds
2025-10-21 10:28:48,285 | INFO | Process-8 | Number of variables: 1990
2025-10-21 10:28:48,286 | INFO | Process-8 | Number of clauses: 6366
2025-10-21 10:28:48,295 | INFO | Process-8 | CNF written to cnf/C_n39_k21/C_n39_k21_w10.cnf
2025-10-21 10:28:48,299 | INFO | Process-8 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/C_n39_k21/C_n39_k21_w10.cnf
2025-10-21 10:28:48,346 | INFO | Process-8 | [PAINLESS] status=SAT rc=10 time=0.05s
2025-10-21 10:28:48,346 | RESULT | Process-8 | [PAINLESS] result: status=SAT time=0.05s rc=10
2025-10-21 10:28:48,346 | RESULT | Process-8 | [PAINLESS] Shortcut: SAT at width=10
2025-10-21 10:28:48,346 | RESULT | Process-8 | Time taken: 0.06799697875976562 seconds
2025-10-21 10:28:48,348 | INFO | MainProcess | Found a solution 10
2025-10-21 10:28:48,348 | INFO | MainProcess | [Test k=21, w=10] Time: 0.07 seconds
2025-10-21 10:28:48,354 | INFO | Process-9 | Number of variables: 1639
2025-10-21 10:28:48,355 | INFO | Process-9 | Number of clauses: 4133
2025-10-21 10:28:48,359 | INFO | Process-9 | CNF written to cnf/C_n39_k21/C_n39_k21_w11.cnf
2025-10-21 10:28:48,362 | INFO | Process-9 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/C_n39_k21/C_n39_k21_w11.cnf
2025-10-21 10:28:48,408 | INFO | Process-9 | [PAINLESS] status=UNSAT rc=20 time=0.05s
2025-10-21 10:28:48,408 | RESULT | Process-9 | [PAINLESS] result: status=UNSAT time=0.05s rc=20
2025-10-21 10:28:48,408 | RESULT | Process-9 | [PAINLESS] Shortcut: UNSAT at width=11
2025-10-21 10:28:48,408 | RESULT | Process-9 | Time taken: 0.05837535858154297 seconds
2025-10-21 10:28:48,410 | INFO | MainProcess | No solution found 11
2025-10-21 10:28:48,410 | INFO | MainProcess | [Test k=21, w=11] Time: 0.06 seconds
2025-10-21 10:28:48,411 | INFO | MainProcess | $$$$
2025-10-21 10:28:48,411 | INFO | MainProcess | 10
2025-10-21 10:28:48,411 | INFO | MainProcess | $$$$
2025-10-21 10:28:48,411 | INFO | MainProcess | Time taken for C-bcspwr01.mtx.rnd with k = 21: 0.2846648693084717 seconds
2025-10-21 10:28:48,412 | INFO | MainProcess | Maximum width for C-bcspwr01.mtx.rnd is 10
2025-10-21 10:28:48,434 | INFO | Process-10 | Number of variables: 3794
2025-10-21 10:28:48,434 | INFO | Process-10 | Number of clauses: 22822
2025-10-21 10:28:48,448 | INFO | Process-10 | CNF written to cnf/D_n48_k29/D_n48_k29_w4.cnf
2025-10-21 10:28:48,464 | INFO | Process-10 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/D_n48_k29/D_n48_k29_w4.cnf
2025-10-21 10:28:48,528 | INFO | Process-10 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-21 10:28:48,528 | RESULT | Process-10 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-21 10:28:48,529 | RESULT | Process-10 | [PAINLESS] Shortcut: SAT at width=4
2025-10-21 10:28:48,529 | RESULT | Process-10 | Time taken: 0.10671472549438477 seconds
2025-10-21 10:28:48,531 | INFO | MainProcess | Found a solution 4
2025-10-21 10:28:48,531 | INFO | MainProcess | [Test k=29, w=4] Time: 0.11 seconds
2025-10-21 10:28:48,544 | INFO | Process-11 | Number of variables: 3602
2025-10-21 10:28:48,544 | INFO | Process-11 | Number of clauses: 22905
2025-10-21 10:28:48,559 | INFO | Process-11 | CNF written to cnf/D_n48_k29/D_n48_k29_w5.cnf
2025-10-21 10:28:48,564 | INFO | Process-11 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/D_n48_k29/D_n48_k29_w5.cnf
2025-10-21 10:28:48,623 | INFO | Process-11 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-21 10:28:48,623 | RESULT | Process-11 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-21 10:28:48,624 | RESULT | Process-11 | [PAINLESS] Shortcut: SAT at width=5
2025-10-21 10:28:48,624 | RESULT | Process-11 | Time taken: 0.0907433032989502 seconds
2025-10-21 10:28:48,626 | INFO | MainProcess | Found a solution 5
2025-10-21 10:28:48,626 | INFO | MainProcess | [Test k=29, w=5] Time: 0.09 seconds
2025-10-21 10:28:48,640 | INFO | Process-12 | Number of variables: 3554
2025-10-21 10:28:48,640 | INFO | Process-12 | Number of clauses: 22429
2025-10-21 10:28:48,655 | INFO | Process-12 | CNF written to cnf/D_n48_k29/D_n48_k29_w6.cnf
2025-10-21 10:28:48,661 | INFO | Process-12 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/D_n48_k29/D_n48_k29_w6.cnf
2025-10-21 10:28:48,722 | INFO | Process-12 | [PAINLESS] status=UNSAT rc=20 time=0.06s
2025-10-21 10:28:48,723 | RESULT | Process-12 | [PAINLESS] result: status=UNSAT time=0.06s rc=20
2025-10-21 10:28:48,723 | RESULT | Process-12 | [PAINLESS] Shortcut: UNSAT at width=6
2025-10-21 10:28:48,723 | RESULT | Process-12 | Time taken: 0.0944516658782959 seconds
2025-10-21 10:28:48,725 | INFO | MainProcess | No solution found 6
2025-10-21 10:28:48,725 | INFO | MainProcess | [Test k=29, w=6] Time: 0.1 seconds
2025-10-21 10:28:48,726 | INFO | MainProcess | $$$$
2025-10-21 10:28:48,726 | INFO | MainProcess | 5
2025-10-21 10:28:48,726 | INFO | MainProcess | $$$$
2025-10-21 10:28:48,726 | INFO | MainProcess | Time taken for D-bcsstk01.mtx.rnd with k = 29: 0.3144354820251465 seconds
2025-10-21 10:28:48,726 | INFO | MainProcess | Maximum width for D-bcsstk01.mtx.rnd is 5
2025-10-21 10:28:48,750 | INFO | Process-13 | Number of variables: 4117
2025-10-21 10:28:48,750 | INFO | Process-13 | Number of clauses: 13909
2025-10-21 10:28:48,763 | INFO | Process-13 | CNF written to cnf/E_n49_k35/E_n49_k35_w15.cnf
2025-10-21 10:28:48,768 | INFO | Process-13 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/E_n49_k35/E_n49_k35_w15.cnf
2025-10-21 10:28:48,822 | INFO | Process-13 | [PAINLESS] status=SAT rc=10 time=0.05s
2025-10-21 10:28:48,822 | RESULT | Process-13 | [PAINLESS] result: status=SAT time=0.05s rc=10
2025-10-21 10:28:48,822 | RESULT | Process-13 | [PAINLESS] Shortcut: SAT at width=15
2025-10-21 10:28:48,822 | RESULT | Process-13 | Time taken: 0.08218526840209961 seconds
2025-10-21 10:28:48,824 | INFO | MainProcess | Found a solution 15
2025-10-21 10:28:48,824 | INFO | MainProcess | [Test k=35, w=15] Time: 0.09 seconds
2025-10-21 10:28:48,834 | INFO | Process-14 | Number of variables: 4166
2025-10-21 10:28:48,835 | INFO | Process-14 | Number of clauses: 13871
2025-10-21 10:28:48,843 | INFO | Process-14 | CNF written to cnf/E_n49_k35/E_n49_k35_w16.cnf
2025-10-21 10:28:48,846 | INFO | Process-14 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/E_n49_k35/E_n49_k35_w16.cnf
2025-10-21 10:28:48,904 | INFO | Process-14 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-21 10:28:48,904 | RESULT | Process-14 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-21 10:28:48,904 | RESULT | Process-14 | [PAINLESS] Shortcut: SAT at width=16
2025-10-21 10:28:48,904 | RESULT | Process-14 | Time taken: 0.07801675796508789 seconds
2025-10-21 10:28:48,906 | INFO | MainProcess | Found a solution 16
2025-10-21 10:28:48,906 | INFO | MainProcess | [Test k=35, w=16] Time: 0.08 seconds
2025-10-21 10:28:48,916 | INFO | Process-15 | Number of variables: 4215
2025-10-21 10:28:48,917 | INFO | Process-15 | Number of clauses: 13833
2025-10-21 10:28:48,925 | INFO | Process-15 | CNF written to cnf/E_n49_k35/E_n49_k35_w17.cnf
2025-10-21 10:28:48,928 | INFO | Process-15 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/E_n49_k35/E_n49_k35_w17.cnf
2025-10-21 10:28:49,008 | INFO | Process-15 | [PAINLESS] status=SAT rc=10 time=0.08s
2025-10-21 10:28:49,008 | RESULT | Process-15 | [PAINLESS] result: status=SAT time=0.08s rc=10
2025-10-21 10:28:49,008 | RESULT | Process-15 | [PAINLESS] Shortcut: SAT at width=17
2025-10-21 10:28:49,009 | RESULT | Process-15 | Time taken: 0.10075736045837402 seconds
2025-10-21 10:28:49,010 | INFO | MainProcess | Found a solution 17
2025-10-21 10:28:49,011 | INFO | MainProcess | [Test k=35, w=17] Time: 0.1 seconds
2025-10-21 10:28:49,020 | INFO | Process-16 | Number of variables: 3431
2025-10-21 10:28:49,020 | INFO | Process-16 | Number of clauses: 10534
2025-10-21 10:28:49,028 | INFO | Process-16 | CNF written to cnf/E_n49_k35/E_n49_k35_w18.cnf
2025-10-21 10:28:49,037 | INFO | Process-16 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/E_n49_k35/E_n49_k35_w18.cnf
2025-10-21 10:28:49,094 | INFO | Process-16 | [PAINLESS] status=UNSAT rc=20 time=0.06s
2025-10-21 10:28:49,094 | RESULT | Process-16 | [PAINLESS] result: status=UNSAT time=0.06s rc=20
2025-10-21 10:28:49,094 | RESULT | Process-16 | [PAINLESS] Shortcut: UNSAT at width=18
2025-10-21 10:28:49,095 | RESULT | Process-16 | Time taken: 0.08229327201843262 seconds
2025-10-21 10:28:49,096 | INFO | MainProcess | No solution found 18
2025-10-21 10:28:49,097 | INFO | MainProcess | [Test k=35, w=18] Time: 0.09 seconds
2025-10-21 10:28:49,097 | INFO | MainProcess | $$$$
2025-10-21 10:28:49,097 | INFO | MainProcess | 17
2025-10-21 10:28:49,097 | INFO | MainProcess | $$$$
2025-10-21 10:28:49,097 | INFO | MainProcess | Time taken for E-bcspwr02.mtx.rnd with k = 35: 0.3708503246307373 seconds
2025-10-21 10:28:49,097 | INFO | MainProcess | Maximum width for E-bcspwr02.mtx.rnd is 17
2025-10-21 10:28:49,119 | INFO | Process-17 | Number of variables: 4592
2025-10-21 10:28:49,119 | INFO | Process-17 | Number of clauses: 22351
2025-10-21 10:28:49,133 | INFO | Process-17 | CNF written to cnf/F_n54_k33/F_n54_k33_w7.cnf
2025-10-21 10:28:49,138 | INFO | Process-17 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/F_n54_k33/F_n54_k33_w7.cnf
2025-10-21 10:28:49,199 | INFO | Process-17 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-21 10:28:49,199 | RESULT | Process-17 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-21 10:28:49,199 | RESULT | Process-17 | [PAINLESS] Shortcut: SAT at width=7
2025-10-21 10:28:49,199 | RESULT | Process-17 | Time taken: 0.09203910827636719 seconds
2025-10-21 10:28:49,201 | INFO | MainProcess | Found a solution 7
2025-10-21 10:28:49,202 | INFO | MainProcess | [Test k=33, w=7] Time: 0.1 seconds
2025-10-21 10:28:49,215 | INFO | Process-18 | Number of variables: 4754
2025-10-21 10:28:49,216 | INFO | Process-18 | Number of clauses: 22495
2025-10-21 10:28:49,227 | INFO | Process-18 | CNF written to cnf/F_n54_k33/F_n54_k33_w8.cnf
2025-10-21 10:28:49,241 | INFO | Process-18 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/F_n54_k33/F_n54_k33_w8.cnf
2025-10-21 10:28:49,308 | INFO | Process-18 | [PAINLESS] status=SAT rc=10 time=0.07s
2025-10-21 10:28:49,309 | RESULT | Process-18 | [PAINLESS] result: status=SAT time=0.07s rc=10
2025-10-21 10:28:49,309 | RESULT | Process-18 | [PAINLESS] Shortcut: SAT at width=8
2025-10-21 10:28:49,309 | RESULT | Process-18 | Time taken: 0.10567903518676758 seconds
2025-10-21 10:28:49,311 | INFO | MainProcess | Found a solution 8
2025-10-21 10:28:49,312 | INFO | MainProcess | [Test k=33, w=8] Time: 0.11 seconds
2025-10-21 10:28:49,324 | INFO | Process-19 | Number of variables: 4429
2025-10-21 10:28:49,325 | INFO | Process-19 | Number of clauses: 21263
2025-10-21 10:28:49,336 | INFO | Process-19 | CNF written to cnf/F_n54_k33/F_n54_k33_w9.cnf
2025-10-21 10:28:49,355 | INFO | Process-19 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/F_n54_k33/F_n54_k33_w9.cnf
2025-10-21 10:28:49,416 | INFO | Process-19 | [PAINLESS] status=UNSAT rc=20 time=0.06s
2025-10-21 10:28:49,417 | RESULT | Process-19 | [PAINLESS] result: status=UNSAT time=0.06s rc=20
2025-10-21 10:28:49,417 | RESULT | Process-19 | [PAINLESS] Shortcut: UNSAT at width=9
2025-10-21 10:28:49,417 | RESULT | Process-19 | Time taken: 0.10348296165466309 seconds
2025-10-21 10:28:49,419 | INFO | MainProcess | No solution found 9
2025-10-21 10:28:49,419 | INFO | MainProcess | [Test k=33, w=9] Time: 0.11 seconds
2025-10-21 10:28:49,419 | INFO | MainProcess | $$$$
2025-10-21 10:28:49,419 | INFO | MainProcess | 8
2025-10-21 10:28:49,420 | INFO | MainProcess | $$$$
2025-10-21 10:28:49,420 | INFO | MainProcess | Time taken for F-curtis54.mtx.rnd with k = 33: 0.32221007347106934 seconds
2025-10-21 10:28:49,420 | INFO | MainProcess | Maximum width for F-curtis54.mtx.rnd is 8
2025-10-21 10:28:49,441 | INFO | Process-20 | Number of variables: 4733
2025-10-21 10:28:49,442 | INFO | Process-20 | Number of clauses: 22344
2025-10-21 10:28:49,454 | INFO | Process-20 | CNF written to cnf/G_n57_k31/G_n57_k31_w6.cnf
2025-10-21 10:28:49,460 | INFO | Process-20 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/G_n57_k31/G_n57_k31_w6.cnf
2025-10-21 10:28:49,518 | INFO | Process-20 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-21 10:28:49,519 | RESULT | Process-20 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-21 10:28:49,519 | RESULT | Process-20 | [PAINLESS] Shortcut: SAT at width=6
2025-10-21 10:28:49,519 | RESULT | Process-20 | Time taken: 0.08907413482666016 seconds
2025-10-21 10:28:49,521 | INFO | MainProcess | Found a solution 6
2025-10-21 10:28:49,521 | INFO | MainProcess | [Test k=31, w=6] Time: 0.09 seconds
2025-10-21 10:28:49,534 | INFO | Process-21 | Number of variables: 4619
2025-10-21 10:28:49,534 | INFO | Process-21 | Number of clauses: 21788
2025-10-21 10:28:49,547 | INFO | Process-21 | CNF written to cnf/G_n57_k31/G_n57_k31_w7.cnf
2025-10-21 10:28:49,564 | INFO | Process-21 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/G_n57_k31/G_n57_k31_w7.cnf
2025-10-21 10:28:49,621 | INFO | Process-21 | [PAINLESS] status=SAT rc=10 time=0.06s
2025-10-21 10:28:49,621 | RESULT | Process-21 | [PAINLESS] result: status=SAT time=0.06s rc=10
2025-10-21 10:28:49,621 | RESULT | Process-21 | [PAINLESS] Shortcut: SAT at width=7
2025-10-21 10:28:49,621 | RESULT | Process-21 | Time taken: 0.09802889823913574 seconds
2025-10-21 10:28:49,623 | INFO | MainProcess | Found a solution 7
2025-10-21 10:28:49,623 | INFO | MainProcess | [Test k=31, w=7] Time: 0.1 seconds
2025-10-21 10:28:49,637 | INFO | Process-22 | Number of variables: 4333
2025-10-21 10:28:49,637 | INFO | Process-22 | Number of clauses: 20796
2025-10-21 10:28:49,652 | INFO | Process-22 | CNF written to cnf/G_n57_k31/G_n57_k31_w8.cnf
2025-10-21 10:28:49,667 | INFO | Process-22 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/G_n57_k31/G_n57_k31_w8.cnf
2025-10-21 10:28:49,728 | INFO | Process-22 | [PAINLESS] status=UNSAT rc=20 time=0.06s
2025-10-21 10:28:49,728 | RESULT | Process-22 | [PAINLESS] result: status=UNSAT time=0.06s rc=20
2025-10-21 10:28:49,728 | RESULT | Process-22 | [PAINLESS] Shortcut: UNSAT at width=8
2025-10-21 10:28:49,728 | RESULT | Process-22 | Time taken: 0.103302001953125 seconds
2025-10-21 10:28:49,731 | INFO | MainProcess | No solution found 8
2025-10-21 10:28:49,731 | INFO | MainProcess | [Test k=31, w=8] Time: 0.11 seconds
2025-10-21 10:28:49,731 | INFO | MainProcess | $$$$
2025-10-21 10:28:49,731 | INFO | MainProcess | 7
2025-10-21 10:28:49,731 | INFO | MainProcess | $$$$
2025-10-21 10:28:49,731 | INFO | MainProcess | Time taken for G-will57.mtx.rnd with k = 31: 0.3114194869995117 seconds
2025-10-21 10:28:49,731 | INFO | MainProcess | Maximum width for G-will57.mtx.rnd is 7
2025-10-21 10:28:49,767 | INFO | Process-23 | Number of variables: 5961
2025-10-21 10:28:49,767 | INFO | Process-23 | Number of clauses: 44780
2025-10-21 10:28:49,790 | INFO | Process-23 | CNF written to cnf/H_n59_k37/H_n59_k37_w5.cnf
2025-10-21 10:28:49,795 | INFO | Process-23 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/H_n59_k37/H_n59_k37_w5.cnf
2025-10-21 10:28:49,875 | INFO | Process-23 | [PAINLESS] status=SAT rc=10 time=0.08s
2025-10-21 10:28:49,875 | RESULT | Process-23 | [PAINLESS] result: status=SAT time=0.08s rc=10
2025-10-21 10:28:49,875 | RESULT | Process-23 | [PAINLESS] Shortcut: SAT at width=5
2025-10-21 10:28:49,875 | RESULT | Process-23 | Time taken: 0.13187551498413086 seconds
2025-10-21 10:28:49,879 | INFO | MainProcess | Found a solution 5
2025-10-21 10:28:49,879 | INFO | MainProcess | [Test k=37, w=5] Time: 0.14 seconds
2025-10-21 10:28:49,900 | INFO | Process-24 | Number of variables: 5961
2025-10-21 10:28:49,901 | INFO | Process-24 | Number of clauses: 44798
2025-10-21 10:28:49,918 | INFO | Process-24 | CNF written to cnf/H_n59_k37/H_n59_k37_w6.cnf
2025-10-21 10:28:49,929 | INFO | Process-24 | [PAINLESS] Running: ./painless/build/release/painless_release -c=4 -solver=cckk -no-model cnf/H_n59_k37/H_n59_k37_w6.cnf
2025-10-21 10:28:50,047 | INFO | Process-24 | [PAINLESS] status=UNSAT rc=20 time=0.12s
2025-10-21 10:28:50,048 | RESULT | Process-24 | [PAINLESS] result: status=UNSAT time=0.12s rc=20
2025-10-21 10:28:50,048 | RESULT | Process-24 | [PAINLESS] Shortcut: UNSAT at width=6
2025-10-21 10:28:50,048 | RESULT | Process-24 | Time taken: 0.16728782653808594 seconds
2025-10-21 10:28:50,051 | INFO | MainProcess | No solution found 6
2025-10-21 10:28:50,051 | INFO | MainProcess | [Test k=37, w=6] Time: 0.17 seconds
2025-10-21 10:28:50,051 | INFO | MainProcess | $$$$
2025-10-21 10:28:50,051 | INFO | MainProcess | 5
2025-10-21 10:28:50,051 | INFO | MainProcess | $$$$
2025-10-21 10:28:50,052 | INFO | MainProcess | Time taken for H-impcol_b.mtx.rnd with k = 37: 0.3200259208679199 seconds
2025-10-21 10:28:50,052 | INFO | MainProcess | Maximum width for H-impcol_b.mtx.rnd is 5
2025-10-21 10:28:50,094 | INFO | Process-25 | Number of variables: 15047
2025-10-21 10:28:50,095 | INFO | Process-25 | Number of clauses: 80005
